num;Datetime;hashtags
3185;2021-11-11 20:21:02+00:00;['pokemon', 'pokémon', 'faceaujeu', 'carteacollectionner', 'pokemoncelebrations']
3186;2021-11-11 20:13:40+00:00;['pokemon', 'pokemoncard', 'pokemoncelebrations', 'Zekrom', 'goldenmew', 'umbreom']
3187;2021-11-11 20:01:33+00:00;['pokemon', 'PokemonCelebrations', 'pokemonTCG', 'Pepga', 'pepgasquad']
3188;2021-11-11 19:50:59+00:00;['mew', 'pokemoncelebrations', 'eeveelution', 'eevee', 'pikachu', 'pokemonmaster', 'pokemon25', 'Pokemon', 'pokemoncards', 'pokemon25thanniversary', 'nintendo', 'art', 'ashketchum', 'kantoregion', 'kanto', 'gottacatchemall', 'pokemonmemes', 'manga', 'anime', 'fullart', 'pocketmonsters']
3189;2021-11-11 19:37:09+00:00;['Pokemon', 'PokemonCelebrations', 'Pokemoncards']
3190;2021-11-11 19:23:56+00:00;['PokemonCelebrations', 'pokemonTCG', 'Pokemon']
3191;2021-11-11 19:21:40+00:00;['weatherlightgames', 'pokemon', 'pokemontcg', 'pokemoncelebrations', 'pokemon25thanniversary', 'pikachu', 'cartas', 'lgs', 'flgs', 'wpn', 'evora', 'portugal', 'cartas', 'tcg', 'tabletopgaming', 'supportyourlgs', 'friendlylocalgamestore']
3192;2021-11-11 19:19:31+00:00;['Pokémon', 'PokemonCelebrations', 'pokemonTCG']
3193;2021-11-11 19:06:59+00:00;['pokemon', 'pokemontcg', 'pikachuvmax', 'charizard', 'PokemonCelebrations', 'mew', 'chonkychu']
3194;2021-11-11 18:39:06+00:00;['PokemonTCG', 'PokemonCelebrations']
3195;2021-11-11 18:23:55+00:00;['Pokemon', 'PokemonCards', 'PokemonTCG', 'PlayPokemon', 'PokemonCelebrations']
3196;2021-11-11 18:18:32+00:00;['PokemonCelebrations']
3197;2021-11-11 17:57:43+00:00;['pokemon', 'PokemonCelebrations']
3198;2021-11-11 17:16:54+00:00;['PokemonTCG', 'Pokemon', 'PokemonCelebrations']
3199;2021-11-11 17:00:23+00:00;['Pepga', 'pepgasquad', 'pokemon', 'PokemonCelebrations', 'pokemontcg', 'twitchpartner']
3200;2021-11-11 16:30:40+00:00;['Pepga', 'pepgasquad', 'pokemon', 'PokemonCelebrations', 'pokemontcg', 'TwitchPartner']
3201;2021-11-11 16:30:23+00:00;['Pokemon', 'PokemonCelebrations']
3202;2021-11-11 16:13:36+00:00;['PokemonCelebrations', 'Pokemon', 'Pokemon25']
3203;2021-11-11 15:42:32+00:00;['pokemon', 'pokemontcg', 'pokemon25', 'pokemoncelebrations', 'tcg', 'packopening', 'woofy']
3204;2021-11-11 15:16:58+00:00;['pepga', 'pepgasquad', 'pokemon', 'pokemoncelebrations']
3205;2021-11-11 14:53:58+00:00;['Pepga', 'pepgasquad', 'pokemon', 'PokemonCelebrations', 'pokemontcg', 'twitchpartner']
3206;2021-11-11 14:39:02+00:00;['Pepga', 'pepgasquad', 'pokemon', 'PokemonCelebrations', 'pokemontcg', 'twitchpartner']
3207;2021-11-11 14:33:44+00:00;['pokemon', 'PokemonCelebrations']
3208;2021-11-11 14:28:13+00:00;['pepga', 'pepgasquad', 'pokemon', 'PokemonCelebrations', 'pokemontcg', 'TwitchPartner']
3209;2021-11-11 14:26:43+00:00;['PokemonCelebrations']
3210;2021-11-11 14:06:50+00:00;['Twitch', 'Pokemon', 'PokemonTCG', 'PokemonTCGO', 'PokemonJCC', 'PokemonCelebrations', 'twitchfr', 'Pokemon25', 'twitchstreamer']
3211;2021-11-11 13:46:59+00:00;['concours', 'PokemonCelebrations', 'Pokemon']
3212;2021-11-11 13:45:58+00:00;['pokemonTCG', 'PokemonCelebrations']
3213;2021-11-11 13:36:43+00:00;['Pepga', 'pepgasquad', 'pokemon', 'PokemonCelebrations', 'pokemontcg', 'twitchpartner']
3214;2021-11-11 13:16:06+00:00;['Pepga', 'pepgasquad', 'pokemon', 'PokemonCelebrations', 'pokemontcg', 'twitchpartner']
3215;2021-11-11 13:03:20+00:00;['Pepga', 'pepgasquad', 'pokemon', 'PokemonCelebrations', 'pokemontcg', 'twitchpartner']
3216;2021-11-11 13:00:00+00:00;['pokemon', 'pokemonopening', 'pokemoncards', 'pokemoncelebrations', 'poketube', 'cardopener']
3217;2021-11-11 12:11:06+00:00;['Pepga', 'pepgasquad', 'pokemon', 'PokemonCelebrations', 'pokemontcg', 'twitchpartner']
3218;2021-11-11 11:19:36+00:00;['Pepga', 'pepgasquad', 'pokemon', 'PokemonCelebrations', 'pokemontcg', 'twitchpartner']
3219;2021-11-11 10:25:21+00:00;['Pokemon', 'PokemonCelebrations', 'pokemonTCG']
3220;2021-11-11 09:01:12+00:00;['Pepga', 'pepgasquad', 'pokemon', 'PokemonCelebrations', 'pokemontcg', 'twitchpartner']
3221;2021-11-11 07:26:43+00:00;['pokemon', 'pokemoncelebrations', 'tcg', 'cards', 'pokemoncards', 'time', 'to', 'open', 'picoftheday', 'pic', 'soexcited', 'letsgo', 'life', 'lifestyle']
3222;2021-11-11 07:10:26+00:00;['Pepga', 'pepgasquad', 'pokemon', 'PokemonCelebrations', 'pokemontcg', 'twitchpartner']
3223;2021-11-11 07:06:40+00:00;['pokemon', 'pokemoncelebrations', 'tcg', 'cards', 'pokemoncards', 'time', 'to', 'open', 'picoftheday', 'pic', 'soexcited', 'letsgo', 'life', 'lifestyle']
3224;2021-11-11 06:28:57+00:00;['pokemon', 'celebrations', 'pokemoncelebrations', 'mysterybooster', 'mtg', 'magicthegathering']
3225;2021-11-11 06:16:36+00:00;['PokemonTCG', 'Pokemon', 'PokemonCelebrations']
3226;2021-11-11 05:39:53+00:00;['Pepga', 'pepgasquad', 'pokemon', 'PokemonCelebrations', 'pokemontcg', 'twitchpartner']
3227;2021-11-11 05:39:23+00:00;['Pepga', 'Pepgasquad', 'pokemon', 'PokemonCelebrations', 'pokemontcg', 'twitchpartner']
3228;2021-11-11 05:28:05+00:00;['Pepga', 'pepgasquad', 'pokemon', 'PokemonCelebrations', 'pokemontcg', 'twitchpartner']
3229;2021-11-11 05:26:00+00:00;['PokemonTCG', 'PokemonCelebrations', 'Pokemon25']
3230;2021-11-11 05:16:41+00:00;['pepga', 'pepgasquad', 'pokemon', 'PokemonCelebrations', 'pokemontcg', 'TwitchPartner']
3231;2021-11-11 05:14:21+00:00;['pepga', 'pepgasquad', 'pokemon', 'pokemon', 'pokemoncelebrations', 'pokemontcg', 'twitchpartner']
3232;2021-11-11 05:14:09+00:00;['Pepga', 'pepgasquead', 'pokemon', 'PokemonCelebrations', 'pokemontcg', 'Twitchpartner']
3233;2021-11-11 05:14:03+00:00;['Pepga', 'pepgasquad', 'pokemon', 'PokemonCelebrations', 'pokemontcg', 'twitchpartner']
3234;2021-11-11 05:13:40+00:00;['Pepga', 'pepgasquad', 'pokemon', 'PokemonCelebrations', 'pokemontcg', 'twitchpartner']
3235;2021-11-11 05:13:32+00:00;['Pepga', 'pepgasquad', 'pokemon', 'PokemonCelebrations', 'pokemontcg', 'twitchpartner']
3236;2021-11-11 05:13:27+00:00;['Pepga', 'pepgasquad', 'pokemon', 'PokemonCelebrations', 'pokemontcg', 'twitchpartner']
3237;2021-11-11 05:11:55+00:00;['pokemon', 'Pepga', 'pepgasquad', 'pokemon', 'PokemonCelebrations', 'pokemontcg', 'twitchpartner']
3238;2021-11-11 05:09:29+00:00;['PokemonCelebrations']
3239;2021-11-11 04:26:41+00:00;['pokemon', 'PokemonCelebrations', 'Sinnoh']
3240;2021-11-11 03:42:12+00:00;['pokemontcg', 'PokemonCelebrations', 'pokemon']
3241;2021-11-11 03:29:37+00:00;['PokemonCelebrations']
3242;2021-11-11 03:02:31+00:00;['Pokemon', 'PokemonCelebrations', 'PokemonCards', 'PokemonTCG', 'Pokemon25', 'Collectibles', 'DisTrackers']
3243;2021-11-11 02:55:09+00:00;['pokemon', 'pokemontcg', 'Pokemoncards', 'ptcgo', 'pokemongo', 'Pokemonunite', 'pokemoncelebrations', 'tcg', 'cards', 'pikachu', 'tcgdeals']
3244;2021-11-11 02:50:40+00:00;['PokemonCelebrations']
3245;2021-11-11 02:30:39+00:00;['pokemonTCG', 'pokemonTCG25', 'pokemon25', 'pokemoncelebrations', 'evolvingskies', 'pokemon', 'pokemoncards', 'pokemaxretweets', 'pokemonsale', 'pokemoncollector']
3246;2021-11-11 01:47:05+00:00;['pokemonCards', 'PokemonCelebrations', 'whatnot']
3247;2021-11-11 01:29:48+00:00;['pokemoncards', 'pokemoncelebrations', 'pokemontcg']
3248;2021-11-11 01:11:38+00:00;['pokemoncelebrations', 'pokemontcg', 'mewv', 'chonkchu']
3249;2021-11-11 00:41:28+00:00;['pokemon', 'PokemonCelebrations', 'pokemon25', 'pokemontcg']
3250;2021-11-11 00:02:39+00:00;['pokemoncards', 'pokemoncommunity', 'pokemoncelebrations', 'ultrapremiumcollectionbox', 'limitedprint', 'evolvingskies']
3251;2021-11-10 23:52:22+00:00;['pokemon', 'pokemoncelebrations', 'pokemontcg', 'pokemonCards']
3252;2021-11-10 23:51:40+00:00;['PokemonCelebrations']
3253;2021-11-10 23:01:32+00:00;['Pokemon', 'PokemonTCG', 'PokemonTradingCardGame', 'Giveaway', 'PokemonTCGO', 'boosterpokemon', 'PokemonJCC', 'PokemonCelebrations', 'Pokemon25']
3254;2021-11-10 22:01:05+00:00;['pokemon', 'celebrations', '25thcelebrations', 'charizard', 'firepokemon', 'pokemoncelebrations']
3255;2021-11-10 21:38:21+00:00;['PokemonCelebrations']
3256;2021-11-10 21:23:00+00:00;['Celebrations', 'pokemontcg', 'pokemoncommunity', 'pokemoncelebrations', 'goldmew', 'minitins', 'pokemon25th', 'pokemon25thanniversary', 'pokemon25', 'elitetrainerbox', 'celebrationsetb', 'umbreon']
3257;2021-11-10 21:21:45+00:00;['PokémonTCGC', 'PokemonCelebrations', 'PokemonTCG25']
3258;2021-11-10 20:59:45+00:00;['mew', 'pokemoncards', 'pokemontcg', 'pokemoncelebrations']
3259;2021-11-10 20:04:54+00:00;['Pokemon', 'anipoke', 'PokemonCenter', 'PokemonCelebrations']
3260;2021-11-10 19:53:09+00:00;['pokemoncelebrations', 'chonkchu', 'pokemontcg']
3261;2021-11-10 19:49:14+00:00;['opening', 'unboxing', 'PokemonCelebrations', 'Pokemon', 'PokemonTCG', 'Pokemon25', 'PokemonTCGO']
3262;2021-11-10 19:33:47+00:00;['PokemonCelebrations']
3263;2021-11-10 19:24:50+00:00;['nicknacks4nerds', 'nn4n', 'PokemonCelebrations', 'pokemonTCG']
3264;2021-11-10 19:00:00+00:00;['PS5', 'stock', 'PS5drop', 'ps5stock', 'pokemon', 'pokemon25ans', 'PokemonCelebrations']
3265;2021-11-10 18:46:40+00:00;['Pokemon', 'PokemonCelebrations', 'PokemonTCG']
3266;2021-11-10 18:28:39+00:00;['pokemon', 'PokemonCelebrations', 'collector', 'pokemontcg']
3267;2021-11-10 18:27:42+00:00;['PokemonCelebrations', 'Pokemon', 'Pokemon25']
3268;2021-11-10 18:22:28+00:00;['pokemon', 'pokemon25', 'pokemoncards', 'PokemonCelebrations', 'Celebrations', 'youtuber', 'pokemoncardunboxing', 'unboxing', 'unboxingvideo', 'YouTubeChannel']
3269;2021-11-10 18:17:21+00:00;['PokemonTCG', 'Pokemon', 'PokemonCelebrations']
3270;2021-11-10 17:58:17+00:00;['pokemon', 'pokemoncelebrations', 'charizard', 'blastoise', 'venusaur', 'pikachu', 'twitchtv', 'smallstreamersconnect']
3271;2021-11-10 17:53:03+00:00;['pokemon', 'pokemoncards', 'celebrations', 'pokemoncelebrations', 'pokemontcg', 'tcg', 'tcgpokemon', 'charizard', 'charizardcard', 'pokemoncollectors', 'pokemoncollection', 'vintagecards', 'vintagepokemon', 'baseset', 'poketuber', 'youtube', 'pokefan', 'pokemaniac', 'cardcollector']
3272;2021-11-10 17:24:50+00:00;['twitch', 'twitchaffiliate', 'twitchstreaming', 'smallstreamer', 'girlgamer', 'pokemon', 'pokemoncelebrations', 'pokemontcg']
3273;2021-11-10 17:18:46+00:00;['pokemon', 'PokemonCelebrations', 'cards', 'boxbreak', 'GGCC', 'Celebrations', 'tcg']
3274;2021-11-10 17:02:36+00:00;['PokemonTCG', 'PokemonCelebrations', 'PokedexSTX']
3275;2021-11-10 16:58:15+00:00;['pokemon', 'pokemontcg', 'pokemoncelebrations']
3276;2021-11-10 16:48:46+00:00;['pokemoncelebrations', 'pokemontcg']
3277;2021-11-10 15:49:53+00:00;['PokemonCelebrations', 'UnovaGangRiseUp', 'UnovaTracking']
3278;2021-11-10 15:22:12+00:00;['PokemonCelebrations']
3279;2021-11-10 15:13:33+00:00;['Pokemon', 'pokemonTCG', 'pokemontcgonline', 'PokemonCelebrations', 'PokemonFullArt']
3280;2021-11-10 15:07:17+00:00;['stream', 'Unboxing', 'Pokemon', 'PokemonCelebrations', 'twitch']
3281;2021-11-10 12:14:13+00:00;['FearVRTCL', 'YouTube', 'Pokemon', 'pokemonTCG', 'PokemonCelebrations', 'Pokemon25']
3282;2021-11-10 11:52:20+00:00;['Pokemon', 'tcg', 'PokemonCelebrations', 'eBay', 'DarkSylveon', 'Zacian', 'Memories', 'Dragapult', 'Celebrations', 'LancesCharizard', '25th_anniversary_collection']
3283;2021-11-10 11:51:02+00:00;['PokemonCelebrations', 'pokemonTCG']
3284;2021-11-10 11:44:44+00:00;['pokemon', 'PokemonGO', 'pokemoncelebrations']
3285;2021-11-10 10:57:48+00:00;['pokemon', 'tcg', 'PokemonCelebrations']
3286;2021-11-10 10:51:46+00:00;['pokemon', 'PokemonCelebrations']
3287;2021-11-10 07:14:17+00:00;['PokemonTCG', 'Pokemon', 'PokemonCelebrations']
3288;2021-11-10 07:10:09+00:00;['PokemonCelebrations']
3289;2021-11-10 06:42:40+00:00;['PokemonCelebrations', 'pokemonTCG']
3290;2021-11-10 04:35:23+00:00;['pokemon', 'PokemonCelebrations', 'hoenn']
3291;2021-11-10 04:08:29+00:00;['Pokemon', 'PokemonCelebrations', 'pokemonTCG']
3292;2021-11-10 03:19:18+00:00;['Pokemon25', 'pokemonTCG', 'PokemonCelebrations']
3293;2021-11-10 03:15:20+00:00;['PokemonCelebrations']
3294;2021-11-10 03:04:51+00:00;['Pokemon', 'PokemonCelebrations', 'Charizard', 'Blastoise', 'Mew', 'BirthdayPikachu']
3295;2021-11-10 02:55:29+00:00;['pokemon', 'PokemonCelebrations', 'PokemonCards', 'pokemonTCG', 'Pokemon25']
3296;2021-11-10 02:45:38+00:00;['PokemonCelebrations']
3297;2021-11-10 02:35:47+00:00;['Pokemon', 'PokemonTCG', 'PokemonCards', 'PokemonCelebrations']
3298;2021-11-10 01:54:50+00:00;['PokemonCelebrations']
3299;2021-11-10 01:16:21+00:00;['Pokemon', 'PokemonCelebrations', 'PokemonCelebrations', 'PokemonTCG', 'Celebrations', 'PokemonUNITE', 'gaming', 'LIKE', 'LIVE', 'FearmpGaming']
3300;2021-11-10 00:14:13+00:00;['Pokemon', 'PokemonCelebrations', 'Charizard']
3301;2021-11-10 00:04:39+00:00;['Pokemon', 'PokemonCelebrations']
3302;2021-11-10 00:00:01+00:00;['pokemon', 'pokemoncards', 'pokemoncelebrations', 'pokemontcg', 'poketuber']
3303;2021-11-09 23:40:47+00:00;['pokemoncelebrations']
3304;2021-11-09 23:25:39+00:00;['PokémonTCG', 'PokémonCelebrations']
3305;2021-11-09 23:04:13+00:00;['PokemonBrilliantDiamond', 'PokemonShiningPearl', 'PokemonCelebrations', 'TCG', 'Pokemon']
3306;2021-11-09 22:34:31+00:00;['pokemon', 'pokemoncelebrations', 'pokemoncards']
3307;2021-11-09 22:31:10+00:00;['PokemonCelebrations', 'PokemonTCG', 'pokemon']
3308;2021-11-09 22:05:46+00:00;['PokemonCelebrations']
3309;2021-11-09 21:44:47+00:00;['PokemonCelebrations']
3310;2021-11-09 21:34:14+00:00;['Pokemon', 'PokemonFusion', 'Fusion', 'PokemonCelebrations']
3311;2021-11-09 21:12:03+00:00;['pokemon', 'pokemoncards', 'pokemontcg', 'pokemon25thanniversary', 'pokemoncelebrations']
3312;2021-11-09 20:59:11+00:00;['PokemonCelebrations']
3313;2021-11-09 20:49:37+00:00;['PokemonCards', 'Pokemon', 'Pokemon25', 'PokemonTCG', 'TradingCards', 'PokemonCelebrations', 'Celebration', 'anniversary', 'cardgame', 'Celebration']
3314;2021-11-09 20:33:49+00:00;['PokemonCelebrations', 'PokemonTCG']
3315;2021-11-09 20:31:06+00:00;['pokemontradingcards', 'tradingcards', 'pokemon', 'pokemontradingcardgame', 'elitetrainerbox', 'pokemoncelebrations', 'baseballcards', 'basketballcards', 'sportscards']
3316;2021-11-09 20:28:16+00:00;['Pokemon', 'PokemonTCG', 'PokemonCelebrations']
3317;2021-11-09 20:27:22+00:00;['PokemonTCG', 'TradingCards', 'PokemonCelebrations', 'PokemonCards', 'Pokemon25', 'Pokemon']
3318;2021-11-09 20:24:42+00:00;['ThePandaleo', 'Pokemon', 'PokemonCelebrations', 'PokemonTCG', 'PokemonCards', 'cardbreaks']
3319;2021-11-09 20:10:18+00:00;['TeamRocket', 'pokemon', 'pokemonanime', 'pokemontcg', 'tcg', 'PokemonBrilliantDiamond', 'PokemonShiningPearl', 'PokemonGoRaid', 'PokemonCelebrations']
3320;2021-11-09 19:58:18+00:00;['PokemonTCG', 'PokemonCelebrations']
3321;2021-11-09 19:48:12+00:00;['PokemonTCG', 'PokemonCelebrations', 'Umbreon']
3322;2021-11-09 19:15:50+00:00;['PokemonTCG', 'Pokemon', 'PokemonCelebrations']
3323;2021-11-09 18:42:02+00:00;['PokemonCelebrations', 'cviktor']
3324;2021-11-09 18:21:25+00:00;['pokemon', 'pokemontcg', 'pokemoncards', 'ptcgo', 'pokemongo', 'pokemonunite', 'pokemoncelebrations', 'tcg', 'cards', 'dragapult', 'pokemon25', 'tcgdeals', 'nintendo']
3325;2021-11-09 18:21:01+00:00;['Pokemon', 'pokemoncelebrations', 'pokemon25ans', '25ansPokemon', 'attrapezlestous']
3326;2021-11-09 17:44:25+00:00;['PokemonCelebrations', 'pokemon']
3327;2021-11-09 17:35:22+00:00;['Pokemon', 'PokemonCelebrations']
3328;2021-11-09 17:18:02+00:00;['PokemonCelebrations']
3329;2021-11-09 16:35:23+00:00;['PokemonTCG', 'Pokemon', 'PokemonCelebrations', 'twitch', 'smallstreamer']
3330;2021-11-09 16:21:40+00:00;['pokemon', 'PokemonCelebrations', 'pokemondrops', 'pokemontcg', 'lookingtobuy']
3331;2021-11-09 15:43:43+00:00;['bakugan', 'bakuganbattleplanet', 'pokemon', 'pokemoncelebrations', 'Rare', 'tcg', 'tcgplayer', 'cards', 'pokemoncards']
3332;2021-11-09 15:30:41+00:00;['PokemonCelebrations']
3333;2021-11-09 15:24:08+00:00;['yugioh', 'yugiohtcg', 'YuGiOh', 'Pokemon', 'PokemonCelebrations', 'giveaway', 'YGOCollection']
3334;2021-11-09 15:13:10+00:00;['PokemonBrilliantDiamond', 'PokemonGO', 'PokemonCelebrations']
3335;2021-11-09 14:49:38+00:00;['pokemon', 'PokemonCelebrations', 'fanart']
3336;2021-11-09 14:10:08+00:00;['pokemon', 'PokemonTCG', 'PokemonCelebrations']
3337;2021-11-09 12:40:50+00:00;['PokemonCards', 'PokemonTCG', 'PokemonCelebrations']
3338;2021-11-09 11:46:10+00:00;['Pokemon', 'PokemonCelebrations', 'PokemonCards']
3339;2021-11-09 10:43:15+00:00;['Pokemon', 'PokemonTCG', 'PokemonCelebrations', 'fusionstrike', 'PokemonCards']
3340;2021-11-09 09:46:41+00:00;['pokemoncelebrations']
3341;2021-11-09 09:42:18+00:00;['pokemoncelebrations']
3342;2021-11-09 08:23:39+00:00;['pokemon', 'PokemonTCG', 'Pokemon25', 'PokemonCelebrations']
3343;2021-11-09 05:59:37+00:00;['PokemonTCG', 'darksylveon', 'PokemonCelebrations', 'jumbocard', 'pokemon']
3344;2021-11-09 05:46:28+00:00;['Pokemon', 'PokemonCelebrations', 'PokemonTCG']
3345;2021-11-09 05:24:14+00:00;['pokemontcgonline', 'pokemontcglive', 'fusionstrike', 'pokemoncelebrations', 'pokémon', 'pokemongo', 'pokemoncards', 'anime', 'manga', 'weeb', 'starwars', 'disney', 'marvel', 'movie', 'steelbook', 'funkopop', 'funko', 'figpin']
3346;2021-11-09 05:18:52+00:00;['pokemon', 'PokemonCelebrations', 'pokemontcgonline', 'pokemontcg', 'ASMR']
3347;2021-11-09 05:00:33+00:00;['boxbreak', 'celebrations', 'Pokemon', 'PokemonCelebrations', 'GrapesGCC']
3348;2021-11-09 04:24:39+00:00;['ZardHunter', 'TCG', 'PokemonCelebrations']
3349;2021-11-09 04:13:40+00:00;['Pokemon', 'BaseSet', 'PokemonTCG', 'PokemonCelebrations']
3350;2021-11-09 03:55:28+00:00;['PokemonCelebrations', 'Pokemon', 'PikachuVMax', 'TradingCards', 'Gaming', 'PackOpening', 'BoxOpening']
3351;2021-11-09 03:47:52+00:00;['pokemontcgonline', 'pokemontcglive', 'fusionstrike', 'pokemoncelebrations', 'pokémon', 'pokemongo', 'pokemoncards', 'anime', 'manga', 'weeb', 'starwars', 'disney', 'marvel', 'movie', 'steelbook', 'funkopop', 'funko', 'figpin', 'qfig', 'dstage', 'comic', 'comicbooks', 'card', 'cards', 'nerd', 'geek']
3352;2021-11-09 03:40:08+00:00;['pokemontcg', 'PokemonCelebrations']
3353;2021-11-09 02:06:08+00:00;['pokemoncelebrations', 'pokemon']
3354;2021-11-09 01:49:00+00:00;['pokemon', 'PokemonCelebrations', 'johto']
3355;2021-11-09 01:40:23+00:00;['Pokemon', 'PokemonCelebrations', 'Charizard', 'Venusaur', 'Blastoise', 'Pokemon25thAniversary', 'PokemonClassicCollection', 'PokemonShiningPearl', 'PokemonBrilliantDiamond']
3356;2021-11-09 01:25:28+00:00;['pokemoncelebrations', 'bulbasaur', 'charmander', 'squirtle', 'pokemoncommunity', 'PokemonTCG', 'PokemonCards']
3357;2021-11-09 00:56:54+00:00;['pokemoncelebrations', 'pokemon', 'pokemoncommunity', 'pokemoncards', 'charizard', 'pikachu']
3358;2021-11-09 00:48:49+00:00;['TikTok', 'pokemon', 'PokemonCards', 'shinypokemon', 'pokemonpulls', 'PokemonTCG', 'umbreon', 'twitch', 'Followme', 'PokemonCelebrations']
3359;2021-11-09 00:41:07+00:00;['pokemontcgonline', 'pokemontcglive', 'fusionstrike', 'pokemoncelebrations', 'pokémon', 'pokemongo', 'pokemoncards', 'anime', 'manga', 'weeb', 'starwars', 'disney', 'marvel', 'movie', 'steelbook', 'funkopop', 'funko']
3360;2021-11-09 00:35:29+00:00;['Pokemon', 'PokemonCelebrations', 'PokemonCards', 'Charizard']
3361;2021-11-09 00:27:57+00:00;['PokemonBDSP', 'contests', 'Pokemonleaks', 'PokemonBrilliantDiamond', 'PokemonCelebrations', 'Pinterest', 'Contest', 'Giveaways', 'win', 'holiday']
3362;2021-11-08 23:41:59+00:00;['PokemonCelebrations']
3363;2021-11-08 23:09:50+00:00;['PokemonCelebrations']
3364;2021-11-08 22:30:04+00:00;['twitch', 'smallstreamer', 'Charizard', 'pokemon', 'PokemonCelebrations', 'twitchaffiliate', 'twitchstreamer']
3365;2021-11-08 22:28:18+00:00;['PokemonCelebrations']
3366;2021-11-08 22:20:41+00:00;['pokemoncelebrations', 'pokemontcg', 'newrelease']
3367;2021-11-08 22:14:50+00:00;['PokemonTCG', 'celebrations', 'PokemonCelebrations']
3368;2021-11-08 22:09:07+00:00;['pokemon', 'pokemoncards', 'pokemoncelebrations', 'poketuber', 'pokemoncollector', 'pokemontcg', 'pokemon25']
3369;2021-11-08 21:57:49+00:00;['fusionstrike', 'PokemonCelebrations']
3370;2021-11-08 21:17:03+00:00;['Pokemon', 'PokemonTcg', 'Pokemoncelebrations']
3371;2021-11-08 21:15:37+00:00;['PokemonTCG', 'PokemonCelebrations', 'PokemonVividVoltage', 'PokemonBattleStyles']
3372;2021-11-08 21:05:57+00:00;['PokemonCelebrations']
3373;2021-11-08 20:51:57+00:00;['PokemonCelebrations']
3374;2021-11-08 20:50:18+00:00;['theaddictsfamily', 'smitty4428', 'PokemonGO', 'Pokemon', 'PokemonCelebrations', 'PokemonGOFestivalOfLights', 'shinycheck']
3375;2021-11-08 20:40:49+00:00;['pokemonart', 'pokemontcgcommunity', 'pokemoncommunity', 'pokemonfan', 'livestream', 'pokémon', 'pokemonmaster', 'pokemoncelebrations', 'pokemon25thanniversary']
3376;2021-11-08 20:37:01+00:00;['PokemonCelebrations']
3377;2021-11-08 20:19:37+00:00;['PokemonCelebrations']
3378;2021-11-08 20:15:13+00:00;['PokemonCelebrations', 'resinart', 'Eevee']
3379;2021-11-08 19:47:57+00:00;['dragonworldgames', 'fusionstrike', 'evolvingskies', 'chillingreign', 'PokemonTCG', 'Pokemon', 'lgs', 'PokemonCelebrations']
3380;2021-11-08 19:46:48+00:00;['shinymew', 'PokemonCelebrations', 'PokemonCards']
3381;2021-11-08 19:41:47+00:00;['Pokemon', 'PokemonTCG', 'PokemonCards', 'PokemonCelebrations', 'PlayPokemon']
3382;2021-11-08 19:33:11+00:00;['Pokemon', 'PokemonCelebrations', 'PokemonCards']
3383;2021-11-08 19:32:25+00:00;['PokemonBDSP', 'contests', 'Pokemonleaks', 'PokemonBrilliantDiamond', 'PokemonCelebrations', 'Pinterest', 'Contest', 'Giveaways', 'Gifted']
3384;2021-11-08 19:28:31+00:00;['Pokemon', 'Pokémon', 'PokemonTCG', 'PokemonCards', 'PokemonCommunity', 'PokemonCollector', 'PokemonCelebrations', 'pokemon25', 'Celebrations25']
3385;2021-11-08 18:59:10+00:00;['PokemonCelebrations', 'pokemonTCG', 'pokemontcgonline', 'celebrations', 'codecard']
3386;2021-11-08 18:56:15+00:00;['PokemonUNITE', 'ñokemon', 'PokemonCards', 'PokemonCelebrations', 'TwitchStreamers', 'twitch', 'Unpacking']
3387;2021-11-08 18:36:06+00:00;['pokemon', 'pokemoncards', 'pokemoncelebrations', 'pokemon25th']
3388;2021-11-08 17:47:42+00:00;['pokemontradingcards', 'tradingcards', 'pokemon', 'pokemontradingcardgame', 'elitetrainerbox', 'pokemoncelebrations', 'baseballcards', 'sportscards']
3389;2021-11-08 17:41:08+00:00;['pokemongo', 'pokemon', 'pokemoncelebrations', 'pokemonfanart', 'pokemon25thanniversary', 'pokemonbgs', 'pokemonpsa', 'pokemoncgc', 'pokemoncommunity', 'pokemoncardsfortrade']
3390;2021-11-08 16:22:01+00:00;['PokemonCelebrations', 'PokemonCards', 'pokemonTCG']
3391;2021-11-08 16:17:07+00:00;['Pokemon', 'BaseSet', 'PokemonTCG', 'PokemonCelebrations']
3392;2021-11-08 16:07:32+00:00;['pokemon', 'pokemontcg', 'PokemonCelebrations', 'TikTok']
3393;2021-11-08 16:03:49+00:00;['PokemonCelebrations']
3394;2021-11-08 15:56:42+00:00;['PokemonBDSP', 'contests', 'Pokemonleaks', 'PokemonBrilliantDiamond', 'PokemonCelebrations', 'TikTok', 'Pinterest', 'Contest', 'Giveaways', 'Gifted']
3395;2021-11-08 15:44:41+00:00;['PokemonCelebrations']
3396;2021-11-08 15:43:01+00:00;['PokemonCelebrations']
3397;2021-11-08 14:45:30+00:00;['PokemonCelebrations']
3398;2021-11-08 13:51:15+00:00;['PokemonCelebrations', 'Charizard']
3399;2021-11-08 13:15:57+00:00;['PokemonCelebrations']
3400;2021-11-08 13:15:38+00:00;['PoGO', 'Pokemon', 'PokemonGOfriends', 'PokemonGoRaids', 'PokemonGO', 'ShinyPokemon', 'PokemonCelebrations', 'Terrakion', 'Cobalion', 'Virizon']
